application_id,job_id,apply_date,source,screening_score,final_stage,decision_date,outcome
1762,60,2023-08-14,Career Site,48,screen,2023-09-03,Rejected
1763,90,2023-08-27,Agency,92,onsite,2023-09-23,Rejected
1764,73,2023-10-21,LinkedIn,57,applied,2023-10-23,Rejected
1765,125,2023-12-22,Referral,65,applied,2024-01-05,Rejected
1766,35,2023-12-25,LinkedIn,59,applied,2024-01-02,Rejected
1767,124,2023-06-28,LinkedIn,80,applied,2023-07-01,Rejected
1768,166,2023-10-28,LinkedIn,57,applied,2023-10-31,Rejected
1769,37,2023-03-28,Career Site,69,onsite,2023-05-20,Rejected
1770,159,2023-04-13,Career Site,64,onsite,2023-05-17,Rejected
1771,162,2023-07-04,Campus,62,applied,2023-07-15,Rejected
1772,174,2023-09-11,Referral,74,screen,2023-09-25,Rejected
1773,68,2023-04-29,Indeed,100,applied,2023-05-01,Rejected
1774,89,2023-06-10,Career Site,96,applied,2023-06-13,Rejected
1775,72,2023-09-15,Agency,59,applied,2023-09-25,Rejected
1776,151,2023-08-18,Referral,44,applied,2023-08-22,Rejected
1777,33,2023-08-24,Indeed,58,screen,2023-09-19,Rejected
1778,43,2023-07-30,LinkedIn,52,screen,2023-08-17,Rejected
1779,140,2023-11-11,LinkedIn,52,applied,2023-11-24,Rejected
1780,158,2023-11-27,Referral,62,screen,2023-12-27,Rejected
1781,140,2023-11-23,Campus,60,onsite,2023-12-05,Rejected
1782,27,2023-08-21,Agency,83,onsite,2023-09-18,Rejected
1783,101,2023-11-27,Referral,64,screen,2023-12-14,Rejected
1784,135,2023-12-06,Career Site,98,applied,2023-12-17,Rejected
1785,13,2023-11-22,Career Site,33,applied,2023-11-24,Rejected
1786,147,2023-11-17,LinkedIn,48,screen,2023-12-10,Rejected
1787,160,2023-07-24,Agency,70,applied,2023-08-02,Rejected
1788,142,2023-08-11,LinkedIn,54,onsite,2023-09-04,Rejected
1789,43,2023-07-24,Campus,52,screen,2023-08-24,Rejected
1790,54,2023-05-14,Referral,70,screen,2023-05-27,Rejected
1791,86,2023-04-25,Referral,68,screen,2023-05-14,Rejected
1792,118,2023-03-29,Referral,55,applied,2023-04-06,Rejected
1793,95,2023-10-27,Career Site,74,onsite,2023-11-30,Rejected
1794,76,2023-03-04,Referral,82,screen,2023-03-24,Rejected
1795,21,2023-07-13,Indeed,62,screen,2023-07-22,Rejected
1796,41,2023-07-07,LinkedIn,42,applied,2023-07-08,Rejected
1797,176,2023-10-22,Campus,55,applied,2023-11-02,Rejected
1798,50,2023-08-18,LinkedIn,76,screen,2023-09-14,Rejected
1799,155,2023-12-08,LinkedIn,61,applied,2023-12-18,Rejected
1800,61,2023-05-02,LinkedIn,73,onsite,2023-05-26,Rejected
1801,111,2023-05-27,Career Site,43,accepted,2023-06-17,Hired
1802,129,2023-08-06,Agency,27,screen,2023-08-19,Rejected
1803,159,2023-06-24,Agency,70,applied,2023-07-01,Rejected
1804,55,2023-07-20,LinkedIn,60,applied,2023-08-03,Rejected
1805,116,2023-10-06,LinkedIn,86,onsite,2023-11-02,Rejected
1806,81,2023-08-17,Referral,76,onsite,2023-09-21,Rejected
1807,119,2023-09-21,LinkedIn,55,onsite,2023-10-12,Rejected
1808,177,2023-07-17,Agency,74,screen,2023-08-04,Rejected
1809,177,2023-10-13,Indeed,72,screen,2023-11-01,Rejected
1810,85,2023-08-17,Referral,81,applied,2023-08-28,Rejected
1811,71,2023-10-01,Referral,37,applied,2023-10-07,Rejected
1812,150,2023-06-14,LinkedIn,55,accepted,2023-07-14,Hired
1813,93,2023-08-24,LinkedIn,53,applied,2023-08-27,Rejected
1814,35,2023-10-15,Indeed,50,screen,2023-11-06,Rejected
1815,124,2023-07-24,Campus,34,applied,2023-07-27,Rejected
1816,151,2023-03-20,LinkedIn,65,screen,2023-04-02,Rejected
1817,125,2023-10-09,LinkedIn,84,applied,2023-10-22,Rejected
1818,108,2023-10-03,LinkedIn,56,onsite,2023-10-17,Rejected
1819,141,2023-10-08,Referral,64,applied,2023-10-17,Rejected
1820,102,2023-08-21,Referral,68,onsite,2023-09-26,Rejected
1821,141,2023-09-12,Agency,82,screen,2023-10-04,Rejected
1822,175,2023-08-17,Career Site,48,screen,2023-08-31,Rejected
1823,165,2023-07-19,Agency,67,onsite,2023-08-16,Rejected
1824,33,2023-07-18,Referral,83,applied,2023-07-19,Rejected
1825,20,2023-05-18,Career Site,54,screen,2023-05-30,Rejected
1826,145,2023-08-21,LinkedIn,73,applied,2023-08-31,Rejected
1827,4,2023-07-04,Referral,74,applied,2023-07-11,Rejected
1828,102,2023-05-18,LinkedIn,68,screen,2023-05-27,Rejected
1829,111,2023-03-13,LinkedIn,45,screen,2023-03-31,Rejected
1830,122,2023-07-10,LinkedIn,76,onsite,2023-08-15,Rejected
1831,101,2023-11-18,Indeed,47,onsite,2023-12-22,Rejected
1832,85,2023-06-18,LinkedIn,71,applied,2023-06-21,Rejected
1833,142,2023-06-24,Campus,46,accepted,2023-08-07,Hired
1834,6,2023-12-01,Referral,37,screen,2023-12-14,Rejected
1835,108,2024-01-16,LinkedIn,59,applied,2024-01-23,Rejected
1836,172,2023-07-24,LinkedIn,66,screen,2023-08-12,Rejected
1837,138,2023-08-24,Agency,66,applied,2023-08-26,Rejected
1838,104,2023-04-24,LinkedIn,80,applied,2023-05-07,Rejected
1839,49,2023-06-11,LinkedIn,44,applied,2023-06-25,Rejected
1840,62,2023-04-20,Career Site,77,screen,2023-05-13,Rejected
1841,109,2023-07-29,Referral,47,applied,2023-08-11,Rejected
1842,27,2023-09-16,Referral,74,screen,2023-09-25,Rejected
1843,11,2023-03-10,Career Site,57,applied,2023-03-11,Rejected
1844,146,2023-07-13,Campus,85,onsite,2023-08-11,Rejected
1845,52,2023-09-06,Referral,57,screen,2023-09-20,Rejected
1846,65,2023-09-08,Career Site,93,onsite,2023-10-13,Rejected
1847,160,2023-06-15,LinkedIn,31,screen,2023-07-06,Rejected
1848,162,2023-02-19,Indeed,53,applied,2023-03-03,Rejected
1849,178,2023-08-30,Indeed,67,applied,2023-09-07,Rejected
1850,95,2023-06-24,Indeed,62,accepted,2023-07-29,Hired
1851,124,2023-06-30,LinkedIn,78,applied,2023-07-05,Rejected
1852,113,2023-04-28,Career Site,62,applied,2023-04-30,Rejected
1853,158,2023-11-09,Referral,61,offer,2023-12-15,Rejected
1854,40,2023-06-28,Referral,47,applied,2023-07-07,Rejected
1855,107,2023-05-29,Career Site,63,applied,2023-06-02,Rejected
1856,105,2023-08-21,LinkedIn,54,applied,2023-08-23,Rejected
1857,150,2023-07-05,Referral,80,screen,2023-07-28,Rejected
1858,110,2023-07-30,Career Site,71,applied,2023-08-04,Rejected
1859,129,2023-07-28,Career Site,78,screen,2023-08-24,Rejected
1860,153,2023-10-18,LinkedIn,48,screen,2023-11-08,Rejected
1861,157,2023-10-05,Referral,37,screen,2023-10-17,Rejected
1862,74,2023-09-04,LinkedIn,50,onsite,2023-09-24,Rejected
1863,52,2023-03-30,Referral,55,offer,2023-05-07,Rejected
1864,134,2023-09-19,Indeed,64,applied,2023-09-20,Rejected
1865,39,2023-08-08,Career Site,49,onsite,2023-09-15,Rejected
1866,9,2023-08-03,LinkedIn,85,offer,2023-09-09,Rejected
1867,154,2023-08-09,Referral,77,applied,2023-08-23,Rejected
1868,109,2023-07-28,Agency,45,applied,2023-08-06,Rejected
1869,53,2023-12-16,Referral,84,applied,2023-12-29,Rejected
1870,105,2023-08-15,LinkedIn,63,screen,2023-08-31,Rejected
1871,99,2023-05-24,LinkedIn,65,applied,2023-05-25,Rejected
1872,165,2023-07-17,LinkedIn,37,applied,2023-07-27,Rejected
1873,62,2023-08-31,Career Site,51,applied,2023-09-01,Rejected
1874,9,2023-09-24,Referral,70,applied,2023-09-30,Rejected
1875,57,2023-07-07,Indeed,49,accepted,2023-08-08,Hired
1876,28,2023-09-03,LinkedIn,83,screen,2023-09-22,Rejected
1877,99,2023-08-30,LinkedIn,66,applied,2023-09-09,Rejected
1878,150,2023-06-02,LinkedIn,79,screen,2023-06-17,Rejected
1879,110,2023-06-29,Indeed,55,onsite,2023-07-31,Rejected
1880,138,2023-09-25,Referral,79,screen,2023-10-14,Rejected
1881,137,2023-08-07,LinkedIn,60,onsite,2023-09-14,Rejected
1882,119,2023-07-26,Referral,55,onsite,2023-09-07,Rejected
1883,140,2023-10-27,LinkedIn,72,onsite,2023-11-24,Rejected
1884,139,2023-05-14,Career Site,61,applied,2023-05-17,Rejected
1885,148,2023-09-14,Indeed,87,screen,2023-09-21,Rejected
1886,22,2023-08-21,Indeed,52,screen,2023-09-03,Rejected
1887,116,2023-08-04,Career Site,86,screen,2023-08-22,Rejected
1888,155,2023-10-02,Career Site,50,screen,2023-10-19,Rejected
1889,174,2023-07-20,Campus,68,applied,2023-07-28,Rejected
1890,161,2023-12-13,Career Site,48,onsite,2024-01-10,Rejected
1891,28,2023-07-21,LinkedIn,79,accepted,2023-08-22,Hired
1892,62,2023-07-13,Indeed,60,applied,2023-07-24,Rejected
1893,124,2023-04-20,LinkedIn,83,applied,2023-04-27,Rejected
1894,147,2023-09-07,Career Site,67,applied,2023-09-14,Rejected
1895,60,2023-08-04,LinkedIn,81,applied,2023-08-16,Rejected
1896,143,2023-06-01,LinkedIn,59,applied,2023-06-02,Rejected
1897,164,2023-06-16,Referral,92,applied,2023-06-30,Rejected
1898,55,2023-08-26,LinkedIn,75,onsite,2023-09-30,Rejected
1899,43,2023-11-04,LinkedIn,54,applied,2023-11-05,Rejected
1900,35,2023-11-08,Career Site,46,onsite,2023-11-28,Rejected
1901,83,2023-07-15,Agency,42,applied,2023-07-21,Rejected
1902,147,2023-07-27,Referral,83,screen,2023-08-28,Rejected
1903,178,2023-09-06,Campus,55,applied,2023-09-20,Rejected
1904,36,2023-08-09,Indeed,76,screen,2023-08-29,Rejected
1905,179,2023-04-29,Agency,56,screen,2023-05-15,Rejected
1906,178,2023-08-01,Campus,82,applied,2023-08-15,Rejected
1907,130,2024-07-08,Campus,70,screen,2024-07-29,Rejected
1908,69,2023-04-28,Referral,41,applied,2023-05-12,Rejected
1909,91,2023-06-21,Indeed,65,applied,2023-07-05,Rejected
1910,119,2023-08-11,LinkedIn,78,applied,2023-08-19,Rejected
1911,92,2023-09-21,Career Site,47,applied,2023-09-23,Rejected
1912,39,2023-09-18,Career Site,72,applied,2023-09-22,Rejected
1913,117,2023-07-24,Referral,62,screen,2023-08-14,Rejected
1914,60,2023-08-08,Campus,43,screen,2023-08-31,Rejected
1915,120,2023-03-27,LinkedIn,38,applied,2023-03-31,Rejected
1916,152,2023-09-13,Career Site,51,applied,2023-09-14,Rejected
1917,37,2023-05-20,Career Site,87,accepted,2023-06-25,Hired
1918,16,2023-05-17,LinkedIn,71,applied,2023-05-22,Rejected
1919,12,2023-10-31,Career Site,44,applied,2023-11-12,Rejected
1920,118,2023-05-12,Career Site,60,screen,2023-05-29,Rejected
1921,152,2023-10-25,Referral,77,screen,2023-11-12,Rejected
1922,149,2023-05-10,Indeed,65,applied,2023-05-21,Rejected
1923,141,2023-07-27,Career Site,86,applied,2023-07-29,Rejected
1924,46,2024-01-25,Agency,76,screen,2024-02-19,Rejected
1925,98,2023-06-06,Career Site,83,onsite,2023-07-16,Rejected
1926,145,2023-04-03,Referral,79,applied,2023-04-13,Rejected
1927,124,2023-07-11,Agency,69,screen,2023-08-07,Rejected
1928,50,2023-07-31,Campus,52,screen,2023-08-22,Rejected
1929,141,2023-07-13,Indeed,59,applied,2023-07-26,Rejected
1930,124,2023-05-17,Indeed,74,screen,2023-05-24,Rejected
1931,51,2023-03-19,LinkedIn,74,screen,2023-04-06,Rejected
1932,86,2023-06-06,Campus,65,applied,2023-06-19,Rejected
1933,2,2023-06-24,Career Site,39,screen,2023-07-17,Rejected
1934,141,2023-09-16,LinkedIn,64,applied,2023-09-30,Rejected
1935,67,2023-04-02,LinkedIn,69,applied,2023-04-16,Rejected
1936,61,2023-08-01,LinkedIn,73,screen,2023-08-17,Rejected
1937,118,2023-07-30,Referral,67,screen,2023-08-30,Rejected
1938,106,2023-09-13,LinkedIn,58,screen,2023-09-28,Rejected
1939,68,2023-09-01,LinkedIn,33,screen,2023-09-11,Rejected
1940,33,2023-04-20,Indeed,31,applied,2023-04-21,Rejected
1941,177,2023-07-08,Referral,65,screen,2023-07-28,Rejected
1942,103,2023-04-11,Career Site,45,onsite,2023-05-08,Rejected
1943,123,2023-08-05,LinkedIn,100,applied,2023-08-12,Rejected
1944,20,2023-07-05,Referral,51,applied,2023-07-19,Rejected
1945,48,2023-09-10,Agency,87,applied,2023-09-12,Rejected
1946,28,2023-04-10,Career Site,90,screen,2023-04-29,Rejected
1947,14,2023-05-04,Career Site,78,onsite,2023-05-23,Rejected
1948,168,2023-05-18,LinkedIn,64,applied,2023-05-27,Rejected
1949,83,2023-08-27,Referral,46,applied,2023-09-06,Rejected
1950,44,2023-08-21,Indeed,79,accepted,2023-09-26,Hired
1951,71,2023-06-04,Career Site,83,screen,2023-07-04,Rejected
1952,169,2023-08-25,Agency,78,screen,2023-09-12,Rejected
1953,55,2023-08-01,Career Site,83,applied,2023-08-02,Rejected
1954,179,2023-05-24,Career Site,63,applied,2023-06-04,Rejected
1955,80,2023-05-17,Campus,70,applied,2023-05-30,Rejected
1956,86,2023-07-30,LinkedIn,59,screen,2023-08-11,Rejected
1957,129,2023-06-08,Campus,65,applied,2023-06-09,Rejected
1958,90,2023-09-03,LinkedIn,83,screen,2023-09-18,Rejected
1959,166,2023-09-16,Referral,49,onsite,2023-10-29,Rejected
1960,30,2023-10-29,LinkedIn,79,applied,2023-11-06,Rejected
1961,6,2023-06-22,Referral,65,onsite,2023-07-26,Rejected
1962,53,2023-09-23,Referral,66,applied,2023-10-04,Rejected
1963,16,2023-05-06,Campus,69,applied,2023-05-11,Rejected
1964,112,2023-09-07,Career Site,46,applied,2023-09-20,Rejected
1965,152,2023-09-15,Campus,51,screen,2023-10-06,Rejected
1966,82,2023-12-05,Indeed,59,onsite,2024-01-13,Rejected
1967,143,2023-05-16,Referral,71,applied,2023-05-24,Rejected
1968,107,2023-06-27,Campus,35,applied,2023-06-28,Rejected
1969,147,2023-07-23,Agency,69,onsite,2023-08-26,Rejected
1970,121,2023-06-22,Career Site,69,onsite,2023-08-07,Rejected
1971,164,2023-05-19,Career Site,63,onsite,2023-06-18,Rejected
1972,15,2023-05-17,LinkedIn,80,applied,2023-05-30,Rejected
1973,131,2023-10-08,Indeed,57,screen,2023-10-26,Rejected
1974,39,2023-07-18,Referral,33,screen,2023-07-30,Rejected
1975,175,2023-09-03,LinkedIn,78,applied,2023-09-17,Rejected
1976,30,2023-12-22,Agency,51,screen,2024-01-12,Rejected
1977,22,2023-03-26,Referral,63,onsite,2023-05-14,Rejected
1978,93,2023-04-02,Agency,63,onsite,2023-05-07,Rejected
1979,157,2023-09-23,Campus,79,applied,2023-10-03,Rejected
1980,122,2023-07-15,Campus,34,onsite,2023-08-31,Rejected
1981,32,2023-06-17,LinkedIn,73,onsite,2023-08-04,Rejected
1982,90,2023-11-10,Campus,77,applied,2023-11-21,Rejected
1983,158,2023-09-02,Campus,68,screen,2023-09-09,Rejected
1984,110,2023-07-19,Referral,66,onsite,2023-08-17,Rejected
1985,99,2023-08-28,Indeed,70,applied,2023-08-30,Rejected
1986,36,2023-11-05,Career Site,81,applied,2023-11-15,Rejected
1987,23,2023-03-22,Campus,48,applied,2023-03-26,Rejected
1988,119,2023-09-16,LinkedIn,71,screen,2023-09-25,Rejected
1989,96,2023-04-18,Indeed,46,screen,2023-05-21,Rejected
1990,108,2024-01-22,Career Site,79,applied,2024-01-30,Rejected
1991,127,2023-06-10,Referral,50,applied,2023-06-18,Rejected
1992,171,2023-07-10,Agency,63,applied,2023-07-11,Rejected
1993,15,2023-07-04,LinkedIn,61,applied,2023-07-06,Rejected
1994,96,2023-05-28,Campus,84,screen,2023-06-05,Rejected
1995,134,2023-09-30,Referral,65,screen,2023-10-22,Rejected
1996,155,2023-09-25,Career Site,60,applied,2023-10-07,Rejected
1997,99,2023-05-31,Referral,99,screen,2023-06-21,Rejected
1998,13,2023-09-30,Agency,91,screen,2023-10-17,Rejected
1999,147,2023-10-31,Indeed,76,screen,2023-11-10,Rejected
2000,157,2023-09-08,Career Site,77,screen,2023-09-30,Rejected
2001,114,2023-08-27,LinkedIn,68,screen,2023-09-21,Rejected
2002,93,2023-08-19,LinkedIn,60,applied,2023-09-01,Rejected
2003,124,2023-03-07,LinkedIn,52,applied,2023-03-11,Rejected
2004,77,2023-08-10,Referral,100,onsite,2023-09-15,Rejected
2005,20,2023-05-30,LinkedIn,82,applied,2023-06-12,Rejected
2006,142,2023-08-29,Referral,65,applied,2023-09-04,Rejected
2007,56,2023-10-16,Referral,69,applied,2023-10-23,Rejected
2008,56,2023-09-25,LinkedIn,69,applied,2023-10-07,Rejected
2009,102,2023-07-01,Agency,70,applied,2023-07-04,Rejected
2010,130,2024-10-05,Campus,53,screen,2024-10-27,Rejected
2011,63,2023-05-07,Career Site,61,applied,2023-05-18,Rejected
2012,127,2023-10-06,LinkedIn,58,applied,2023-10-18,Rejected
2013,7,2023-07-06,LinkedIn,45,screen,2023-07-23,Rejected
2014,109,2023-09-19,Indeed,78,screen,2023-09-30,Rejected
2015,32,2023-04-30,Referral,60,applied,2023-05-09,Rejected
2016,21,2023-07-14,LinkedIn,64,applied,2023-07-16,Rejected
2017,146,2023-05-27,Career Site,35,applied,2023-06-06,Rejected
2018,122,2023-10-07,Indeed,69,offer,2023-11-12,Rejected
2019,24,2023-08-21,Agency,39,applied,2023-08-25,Rejected
2020,146,2023-08-14,Referral,89,screen,2023-08-27,Rejected
2021,69,2023-07-07,Referral,70,applied,2023-07-08,Rejected
2022,42,2023-08-08,Career Site,54,screen,2023-08-30,Rejected
2023,40,2023-05-26,LinkedIn,48,screen,2023-06-21,Rejected
2024,119,2023-09-27,LinkedIn,64,screen,2023-10-08,Rejected
2025,56,2023-08-14,Campus,91,screen,2023-09-03,Rejected
2026,29,2023-08-28,Referral,79,applied,2023-09-04,Rejected
2027,29,2023-05-26,Referral,38,screen,2023-06-15,Rejected
2028,138,2023-09-10,LinkedIn,32,onsite,2023-10-12,Rejected
2029,166,2023-10-09,Agency,52,applied,2023-10-23,Rejected
2030,6,2023-07-18,Indeed,37,screen,2023-08-18,Rejected
2031,93,2023-05-06,Career Site,60,onsite,2023-05-31,Rejected
2032,158,2023-09-29,Referral,77,screen,2023-10-10,Rejected
2033,177,2023-08-23,Indeed,65,applied,2023-09-02,Rejected
2034,47,2023-05-07,Indeed,46,screen,2023-05-23,Rejected
2035,79,2023-07-23,LinkedIn,81,applied,2023-07-31,Rejected
2036,130,2024-10-14,Referral,61,applied,2024-10-25,Rejected
2037,148,2023-07-28,Campus,90,onsite,2023-09-19,Rejected
2038,125,2023-12-29,Referral,45,screen,2024-01-05,Rejected
2039,105,2023-07-11,Career Site,56,applied,2023-07-12,Rejected
2040,107,2023-05-22,Referral,77,screen,2023-06-08,Rejected
2041,167,2023-10-16,Referral,61,screen,2023-10-31,Rejected
2042,163,2024-01-23,LinkedIn,84,screen,2024-02-11,Rejected
2043,62,2023-09-11,LinkedIn,90,onsite,2023-10-27,Rejected
2044,32,2023-05-08,Agency,57,applied,2023-05-20,Rejected
2045,48,2023-05-03,Agency,44,onsite,2023-06-09,Rejected
2046,87,2023-04-23,Agency,73,screen,2023-05-15,Rejected
2047,178,2023-07-30,LinkedIn,67,accepted,2023-09-04,Hired
2048,106,2023-05-24,LinkedIn,67,onsite,2023-06-25,Rejected
2049,18,2023-09-19,LinkedIn,55,offer,2023-10-13,Rejected
2050,179,2023-03-25,Referral,61,applied,2023-04-04,Rejected
2051,25,2023-06-25,Indeed,54,screen,2023-07-17,Rejected
2052,78,2023-04-08,Career Site,71,screen,2023-04-27,Rejected
2053,51,2023-09-01,Referral,69,screen,2023-09-30,Rejected
2054,81,2023-08-12,LinkedIn,70,applied,2023-08-26,Rejected
2055,1,2023-08-04,LinkedIn,70,applied,2023-08-11,Rejected
2056,82,2024-01-13,LinkedIn,86,applied,2024-01-21,Rejected
2057,28,2023-09-18,Indeed,42,applied,2023-09-23,Rejected
2058,67,2023-04-28,Indeed,53,onsite,2023-05-22,Rejected
2059,123,2023-07-07,LinkedIn,44,applied,2023-07-15,Rejected
2060,117,2023-04-09,Referral,51,onsite,2023-05-24,Rejected
2061,170,2023-02-23,Referral,70,onsite,2023-04-05,Rejected
2062,1,2023-06-20,LinkedIn,77,applied,2023-06-22,Rejected
2063,63,2023-07-12,Referral,55,onsite,2023-08-21,Rejected
2064,132,2023-07-17,Career Site,65,onsite,2023-08-15,Rejected
2065,102,2023-09-09,LinkedIn,68,applied,2023-09-23,Rejected
2066,33,2023-09-04,LinkedIn,80,screen,2023-09-26,Rejected
2067,110,2023-07-17,LinkedIn,64,onsite,2023-08-14,Rejected
2068,34,2023-10-10,Indeed,55,screen,2023-10-19,Rejected
2069,158,2023-10-15,Referral,42,applied,2023-10-18,Rejected
2070,120,2023-07-07,Indeed,43,screen,2023-07-24,Rejected
2071,151,2023-08-07,LinkedIn,60,applied,2023-08-15,Rejected
2072,127,2023-09-13,Career Site,71,onsite,2023-10-08,Rejected
2073,143,2023-04-19,LinkedIn,51,applied,2023-05-03,Rejected
2074,160,2023-07-03,LinkedIn,67,onsite,2023-08-14,Rejected
2075,165,2023-06-04,LinkedIn,56,screen,2023-06-20,Rejected
2076,166,2023-10-22,LinkedIn,66,screen,2023-11-12,Rejected
2077,11,2023-07-31,LinkedIn,76,accepted,2023-09-24,Hired
2078,123,2023-09-23,LinkedIn,69,screen,2023-10-18,Rejected
2079,121,2023-08-09,Referral,74,screen,2023-09-03,Rejected
2080,73,2023-10-30,Agency,81,screen,2023-11-15,Rejected
2081,179,2023-06-26,Indeed,67,applied,2023-07-07,Rejected
2082,109,2023-07-30,Referral,100,onsite,2023-08-29,Rejected
2083,152,2023-09-28,LinkedIn,80,onsite,2023-10-09,Rejected
2084,144,2023-08-26,Indeed,50,applied,2023-08-30,Rejected
2085,93,2023-06-16,Campus,62,applied,2023-06-20,Rejected
2086,120,2023-04-23,Indeed,55,applied,2023-04-29,Rejected
2087,30,2023-07-28,Indeed,55,onsite,2023-08-24,Rejected
2088,164,2023-03-14,Career Site,42,screen,2023-03-20,Rejected
2089,76,2023-08-08,Career Site,37,applied,2023-08-17,Rejected
2090,43,2023-10-24,LinkedIn,50,applied,2023-11-06,Rejected
2091,129,2023-06-23,Indeed,76,onsite,2023-07-18,Rejected
2092,157,2023-10-26,Career Site,83,onsite,2023-12-13,Rejected
2093,30,2023-11-29,LinkedIn,76,screen,2023-12-08,Rejected
2094,167,2023-05-29,Career Site,67,screen,2023-06-08,Rejected
2095,22,2023-03-17,LinkedIn,52,screen,2023-04-07,Rejected
2096,173,2023-09-15,Referral,69,applied,2023-09-22,Rejected
2097,149,2023-07-04,Career Site,56,screen,2023-08-06,Rejected
2098,40,2023-04-30,Agency,45,applied,2023-05-08,Rejected
2099,6,2023-08-18,LinkedIn,63,onsite,2023-09-11,Rejected
2100,92,2023-06-27,Career Site,55,applied,2023-07-05,Rejected
2101,160,2023-08-29,Career Site,86,applied,2023-09-05,Rejected
2102,31,2023-09-19,Indeed,48,applied,2023-09-24,Rejected
2103,117,2023-05-19,Indeed,51,applied,2023-05-29,Rejected
2104,158,2023-09-14,Referral,86,screen,2023-10-03,Rejected
2105,77,2023-03-27,Agency,68,applied,2023-03-29,Rejected
2106,34,2023-10-10,Referral,62,applied,2023-10-22,Rejected
2107,82,2023-09-13,Campus,68,screen,2023-09-28,Rejected
2108,77,2023-08-05,Campus,48,applied,2023-08-17,Rejected
2109,45,2023-04-30,Career Site,71,onsite,2023-05-21,Rejected
2110,116,2023-05-20,Referral,67,onsite,2023-06-18,Rejected
2111,170,2023-02-25,LinkedIn,33,applied,2023-03-01,Rejected
2112,174,2023-04-12,Campus,99,onsite,2023-05-14,Rejected
2113,150,2023-07-03,LinkedIn,64,screen,2023-07-31,Rejected
2114,127,2023-08-01,Campus,45,onsite,2023-08-29,Rejected
2115,141,2023-09-29,Indeed,54,accepted,2023-11-06,Hired
2116,1,2023-09-25,Career Site,53,applied,2023-09-27,Rejected
2117,79,2023-02-19,LinkedIn,61,screen,2023-03-10,Rejected
2118,82,2023-08-24,Career Site,48,applied,2023-08-30,Rejected
2119,120,2023-04-08,Career Site,66,applied,2023-04-18,Rejected
2120,89,2023-09-02,Referral,65,offer,2023-10-13,Rejected
2121,77,2023-08-08,LinkedIn,54,applied,2023-08-17,Rejected
2122,127,2023-09-23,LinkedIn,64,onsite,2023-10-29,Rejected
2123,70,2024-04-07,LinkedIn,71,applied,2024-04-09,Rejected
2124,112,2023-07-08,LinkedIn,79,onsite,2023-08-07,Rejected
2125,30,2023-10-05,LinkedIn,36,screen,2023-10-19,Rejected
2126,118,2023-04-21,Career Site,50,applied,2023-04-22,Rejected
2127,126,2023-11-26,Career Site,74,onsite,2024-01-01,Rejected
2128,41,2023-08-29,Indeed,77,onsite,2023-09-17,Rejected
2129,40,2023-06-26,Indeed,69,applied,2023-07-05,Rejected
2130,95,2023-10-26,LinkedIn,73,screen,2023-11-17,Rejected
2131,3,2023-09-16,LinkedIn,53,applied,2023-09-19,Rejected
2132,107,2023-07-30,Referral,76,applied,2023-07-31,Rejected
2133,151,2023-03-28,Indeed,58,applied,2023-04-05,Rejected
2134,147,2023-05-30,Agency,68,applied,2023-06-08,Rejected
2135,134,2023-07-21,Career Site,96,screen,2023-08-08,Rejected
2136,78,2023-05-25,Career Site,79,onsite,2023-06-22,Rejected
2137,52,2023-07-21,Indeed,77,screen,2023-08-06,Rejected
2138,11,2023-03-13,Referral,64,applied,2023-03-15,Rejected
2139,23,2023-02-23,LinkedIn,45,applied,2023-03-04,Rejected
2140,119,2023-10-19,Indeed,66,onsite,2023-12-02,Rejected
2141,25,2023-11-15,LinkedIn,40,applied,2023-11-17,Rejected
2142,86,2023-08-08,LinkedIn,61,applied,2023-08-17,Rejected
2143,39,2023-06-22,LinkedIn,61,onsite,2023-07-29,Rejected
2144,24,2023-09-23,LinkedIn,62,applied,2023-09-27,Rejected
2145,83,2023-06-29,Indeed,53,applied,2023-07-06,Rejected
2146,108,2024-01-31,Referral,68,onsite,2024-03-05,Rejected
2147,1,2023-09-09,LinkedIn,67,screen,2023-09-29,Rejected
2148,150,2023-09-01,Referral,63,applied,2023-09-06,Rejected
2149,112,2023-10-16,Indeed,34,onsite,2023-12-02,Rejected
2150,171,2023-04-18,Agency,70,offer,2023-05-21,Rejected
2151,78,2023-03-25,Referral,40,applied,2023-04-04,Rejected
2152,140,2023-10-12,Career Site,49,applied,2023-10-23,Rejected
2153,8,2023-06-12,LinkedIn,59,applied,2023-06-21,Rejected
2154,121,2023-06-29,LinkedIn,76,applied,2023-07-05,Rejected
2155,97,2023-12-22,Agency,57,screen,2024-01-22,Rejected
2156,30,2023-08-10,Career Site,72,screen,2023-08-18,Rejected
2157,67,2023-06-12,Career Site,82,onsite,2023-07-30,Rejected
2158,154,2023-08-24,Referral,51,offer,2023-09-06,Rejected
2159,123,2023-09-30,Career Site,46,onsite,2023-11-21,Rejected
2160,3,2023-09-01,LinkedIn,55,applied,2023-09-05,Rejected
2161,47,2023-06-01,LinkedIn,70,applied,2023-06-15,Rejected
2162,112,2023-08-03,LinkedIn,85,onsite,2023-08-26,Rejected
2163,179,2023-03-26,Agency,75,onsite,2023-04-26,Rejected
2164,21,2023-08-17,Referral,78,onsite,2023-10-04,Rejected
2165,135,2024-01-26,Career Site,42,onsite,2024-03-09,Rejected
2166,80,2023-10-06,Referral,76,screen,2023-10-31,Rejected
